Title,Fermi,Ticks,Label,HSP,Energy
,,,,2.0896,-2.893
,,,,2.1135,-2.8871
,,,,2.1375,-2.8829
,,,,2.1614,-2.8802
,,,,2.1853,-2.8793
,,,,2.2103,-2.88
,,,,2.2353,-2.8821
,,,,2.2603,-2.8855
,,,,2.2853,-2.8902
,,,,2.3103,-2.8959
,,,,2.3353,-2.9026
,,,,2.3603,-2.9101
,,,,2.3853,-2.9181
,,,,2.4103,-2.9265
,,,,2.4353,-2.9351
,,,,2.4603,-2.9422
,,,,2.4853,-2.9377
,,,,2.5103,-2.9335
,,,,2.5353,-2.9296
,,,,2.5603,-2.9261
,,,,2.5853,-2.9232
,,,,2.6103,-2.9208
,,,,2.6353,-2.919
,,,,2.6603,-2.9179
,,,,2.6853,-2.9176
,,,,2.7103,-2.9194
,,,,2.7353,-2.9248
,,,,2.7603,-2.9335
,,,,2.7853,-2.9454
,,,,2.8103,-2.96
,,,,2.8353,-2.9768
,,,,2.8603,-2.9953
,,,,2.8853,-3.0149
,,,,2.9103,-3.0351
,,,,2.9353,-3.0552
,,,,2.9603,-3.075
,,,,2.9853,-3.0938
,,,,3.0103,-3.1113
,,,,3.0353,-3.1273
,,,,3.0603,-3.1414
,,,,3.0853,-3.1533
,,,,3.1103,-3.1629
,,,,3.1353,-3.1699
,,,,3.1603,-3.1741
,,,,3.1853,-3.1756
,,,,3.2206,-3.1727
,,,,3.256,-3.1642
,,,,3.2913,-3.15
,,,,3.3267,-3.1302
,,,,3.362,-3.1051
,,,,3.3974,-3.0761
,,,,3.4328,-3.0453
,,,,3.4681,-3.0156
,,,,3.5035,-2.989
,,,,3.5388,-2.9674
,,,,3.5742,-2.9517
,,,,3.6095,-2.9421
,,,,3.6449,-2.9378
,,,,3.6802,-2.9283
,,,,3.7156,-2.9139
,,,,3.751,-2.9016
,,,,3.7863,-2.8919
,,,,3.8217,-2.8849
,,,,3.857,-2.8807
,,,,3.8924,-2.8793
,,,,3.8924,-2.8988
,,,,3.9163,-2.8995
,,,,3.9402,-2.9017
,,,,3.9641,-2.9053
,,,,3.988,-2.9102
,,,,4.0119,-2.9163
,,,,4.0358,-2.9234
,,,,4.0597,-2.9314
,,,,4.0836,-2.9401
,,,,4.1076,-2.9408
,,,,4.1315,-2.9377
,,,,4.1554,-2.9346
,,,,4.1793,-2.9315
,,,,4.2032,-2.9286
,,,,4.2271,-2.9259
,,,,4.251,-2.9235
,,,,4.2749,-2.9214
,,,,4.2988,-2.9198
,,,,4.3227,-2.9186
,,,,4.3466,-2.9178
,,,,4.3705,-2.9176
,,,,4.3705,-2.9356
,,,,4.3945,-2.9372
,,,,4.4184,-2.9418
,,,,4.4423,-2.9494
,,,,4.4662,-2.9597
,,,,4.4901,-2.9725
,,,,4.514,-2.9873
,,,,4.5379,-3.0038
,,,,4.5618,-3.0215
,,,,4.5857,-3.04
,,,,4.6096,-3.0589
,,,,4.6335,-3.0775
,,,,4.6574,-3.0956
,,,,4.6814,-3.1126
,,,,4.7053,-3.1282
,,,,4.7292,-3.142
,,,,4.7531,-3.1537
,,,,4.777,-3.1631
,,,,4.8009,-3.17
,,,,4.8248,-3.1742
,,,,4.8487,-3.1756
,,,,,
,,,,0,5.674
,,,,0.025,5.6727
,,,,0.05,5.6646
,,,,0.075,5.5799
,,,,0.1,5.4515
,,,,0.125,5.2952
,,,,0.15,5.1174
,,,,0.175,4.9242
,,,,0.2,4.7208
,,,,0.225,4.5116
,,,,0.25,4.3013
,,,,0.275,4.0942
,,,,0.3,3.8945
,,,,0.325,3.7064
,,,,0.35,3.5339
,,,,0.375,3.3808
,,,,0.4,3.2503
,,,,0.425,3.1456
,,,,0.45,3.069
,,,,0.475,3.0223
,,,,0.5,3.0066
,,,,0.525,3.0065
,,,,0.55,3.006
,,,,0.575,3.0053
,,,,0.6,3.0043
,,,,0.625,3.0029
,,,,0.65,3.0011
,,,,0.675,2.999
,,,,0.7,2.9963
,,,,0.725,2.993
,,,,0.75,2.9887
,,,,0.775,2.9832
,,,,0.8,2.9759
,,,,0.825,2.9659
,,,,0.85,2.952
,,,,0.875,2.9329
,,,,0.9,2.9075
,,,,0.925,2.8775
,,,,0.95,2.848
,,,,0.975,2.8264
,,,,1,2.8185
,,,,1.0354,2.8346
,,,,1.0707,2.8827
,,,,1.1061,2.9616
,,,,1.1414,3.0698
,,,,1.1768,3.205
,,,,1.2121,3.3646
,,,,1.2475,3.5453
,,,,1.2828,3.7437
,,,,1.3182,3.9559
,,,,1.3536,4.1778
,,,,1.3889,4.4052
,,,,1.4243,4.6333
,,,,1.4596,4.8573
,,,,1.495,5.0716
,,,,1.5303,5.2693
,,,,1.5657,5.4356
,,,,1.601,5.5643
,,,,1.6364,5.656
,,,,1.6718,5.6714
,,,,1.7071,5.674
,,,,1.731,5.6568
,,,,1.7549,5.6058
,,,,1.7788,5.522
,,,,1.8027,5.4078
,,,,1.8266,5.2666
,,,,1.8506,5.1033
,,,,1.8745,4.9234
,,,,1.8984,4.7324
,,,,1.9223,4.5361
,,,,1.9462,4.3395
,,,,1.9701,4.1473
,,,,1.994,3.9638
,,,,2.0179,3.7929
,,,,2.0418,3.6377
,,,,2.0657,3.5012
,,,,2.0896,3.3859
,,,,2.1135,3.294
,,,,2.1375,3.2271
,,,,2.1614,3.1864
,,,,2.1853,3.1728
,,,,2.2103,3.1728
,,,,2.2353,3.1729
,,,,2.2603,3.173
,,,,2.2853,3.1733
,,,,2.3103,3.1734
,,,,2.3353,3.1735
,,,,2.3603,3.1735
,,,,2.3853,3.1731
,,,,2.4103,3.1722
,,,,2.4353,3.1706
,,,,2.4603,3.1675
,,,,2.4853,3.1623
,,,,2.5103,3.1532
,,,,2.5353,3.1382
,,,,2.5603,3.1145
,,,,2.5853,3.0811
,,,,2.6103,3.042
,,,,2.6353,3.0055
,,,,2.6603,2.98
,,,,2.6853,2.9709
,,,,2.7103,2.971
,,,,2.7353,2.9712
,,,,2.7603,2.9715
,,,,2.7853,2.9719
,,,,2.8103,2.9723
,,,,2.8353,2.9727
,,,,2.8603,2.9731
,,,,2.8853,2.9731
,,,,2.9103,2.9728
,,,,2.9353,2.9719
,,,,2.9603,2.97
,,,,2.9853,2.9665
,,,,3.0103,2.9606
,,,,3.0353,2.9509
,,,,3.0603,2.9355
,,,,3.0853,2.9129
,,,,3.1103,2.8845
,,,,3.1353,2.8561
,,,,3.1603,2.8353
,,,,3.1853,2.8277
,,,,3.2206,2.8432
,,,,3.256,2.8891
,,,,3.2913,2.9642
,,,,3.3267,3.0662
,,,,3.362,3.1861
,,,,3.3974,3.1994
,,,,3.4328,3.2059
,,,,3.4681,3.2068
,,,,3.5035,3.204
,,,,3.5388,3.1989
,,,,3.5742,3.1931
,,,,3.6095,3.1876
,,,,3.6449,3.1828
,,,,3.6802,3.1791
,,,,3.7156,3.1764
,,,,3.751,3.1747
,,,,3.7863,3.1737
,,,,3.8217,3.1731
,,,,3.857,3.1729
,,,,3.8924,3.1728
,,,,3.8924,3.0066
,,,,3.9163,3.0065
,,,,3.9402,3.0063
,,,,3.9641,3.0059
,,,,3.988,3.0054
,,,,4.0119,3.0047
,,,,4.0358,3.0039
,,,,4.0597,3.0029
,,,,4.0836,3.0018
,,,,4.1076,3.0005
,,,,4.1315,2.9991
,,,,4.1554,2.9974
,,,,4.1793,2.9955
,,,,4.2032,2.9932
,,,,4.2271,2.9905
,,,,4.251,2.9872
,,,,4.2749,2.9834
,,,,4.2988,2.9792
,,,,4.3227,2.9752
,,,,4.3466,2.9721
,,,,4.3705,2.9709
,,,,4.3705,2.8185
,,,,4.3945,2.8186
,,,,4.4184,2.8188
,,,,4.4423,2.819
,,,,4.4662,2.8193
,,,,4.4901,2.8198
,,,,4.514,2.8204
,,,,4.5379,2.821
,,,,4.5618,2.8217
,,,,4.5857,2.8224
,,,,4.6096,2.8231
,,,,4.6335,2.8238
,,,,4.6574,2.8245
,,,,4.6814,2.8252
,,,,4.7053,2.8258
,,,,4.7292,2.8264
,,,,4.7531,2.8269
,,,,4.777,2.8273
,,,,4.8009,2.8275
,,,,4.8248,2.8277
,,,,4.8487,2.8277
,,,,,
,,,,0,5.753
,,,,0.025,5.7341
,,,,0.05,5.6815
,,,,0.075,5.6656
,,,,0.1,5.6567
,,,,0.125,5.6447
,,,,0.15,5.6282
,,,,0.175,5.6062
,,,,0.2,5.5773
,,,,0.225,5.541
,,,,0.25,5.4978
,,,,0.275,5.4499
,,,,0.3,5.3998
,,,,0.325,5.3503
,,,,0.35,5.3035
,,,,0.375,5.2614
,,,,0.4,5.2252
,,,,0.425,5.1961
,,,,0.45,5.1748
,,,,0.475,5.1619
,,,,0.5,5.1575
,,,,0.525,5.155
,,,,0.55,5.1451
,,,,0.575,5.1116
,,,,0.6,5.0157
,,,,0.625,4.8806
,,,,0.65,4.7381
,,,,0.675,4.5973
,,,,0.7,4.4616
,,,,0.725,4.3328
,,,,0.75,4.2122
,,,,0.775,4.1008
,,,,0.8,3.959
,,,,0.825,3.7752
,,,,0.85,3.6119
,,,,0.875,3.4743
,,,,0.9,3.3665
,,,,0.925,3.2898
,,,,0.95,3.2413
,,,,0.975,3.2153
,,,,1,3.2072
,,,,1.0354,3.2231
,,,,1.0707,3.2698
,,,,1.1061,3.3459
,,,,1.1414,3.4483
,,,,1.1768,3.5731
,,,,1.2121,3.7158
,,,,1.2475,3.872
,,,,1.2828,4.0385
,,,,1.3182,4.2126
,,,,1.3536,4.3924
,,,,1.3889,4.5758
,,,,1.4243,4.7601
,,,,1.4596,4.9423
,,,,1.495,5.1187
,,,,1.5303,5.2849
,,,,1.5657,5.4424
,,,,1.601,5.5816
,,,,1.6364,5.6758
,,,,1.6718,5.7314
,,,,1.7071,5.753
,,,,1.731,5.7488
,,,,1.7549,5.7361
,,,,1.7788,5.7155
,,,,1.8027,5.6873
,,,,1.8266,5.6526
,,,,1.8506,5.6124
,,,,1.8745,5.5681
,,,,1.8984,5.521
,,,,1.9223,5.4726
,,,,1.9462,5.4241
,,,,1.9701,5.3768
,,,,1.994,5.3319
,,,,2.0179,5.2902
,,,,2.0418,5.2525
,,,,2.0657,5.2196
,,,,2.0896,5.1919
,,,,2.1135,5.17
,,,,2.1375,5.1541
,,,,2.1614,5.1444
,,,,2.1853,5.1412
,,,,2.2103,5.1143
,,,,2.2353,5.0409
,,,,2.2603,4.9359
,,,,2.2853,4.8125
,,,,2.3103,4.6795
,,,,2.3353,4.5427
,,,,2.3603,4.4056
,,,,2.3853,4.2704
,,,,2.4103,4.1388
,,,,2.4353,4.0116
,,,,2.4603,3.8897
,,,,2.4853,3.774
,,,,2.5103,3.6661
,,,,2.5353,3.5696
,,,,2.5603,3.4894
,,,,2.5853,3.4302
,,,,2.6103,3.3923
,,,,2.6353,3.3712
,,,,2.6603,3.3611
,,,,2.6853,3.3582
,,,,2.7103,3.3582
,,,,2.7353,3.3583
,,,,2.7603,3.3583
,,,,2.7853,3.3582
,,,,2.8103,3.3577
,,,,2.8353,3.3567
,,,,2.8603,3.3547
,,,,2.8853,3.3513
,,,,2.9103,3.3457
,,,,2.9353,3.337
,,,,2.9603,3.3236
,,,,2.9853,3.304
,,,,3.0103,3.2763
,,,,3.0353,3.2403
,,,,3.0603,3.1989
,,,,3.0853,3.1592
,,,,3.1103,3.128
,,,,3.1353,3.1078
,,,,3.1603,3.097
,,,,3.1853,3.0937
,,,,3.2206,3.1001
,,,,3.256,3.1175
,,,,3.2913,3.1415
,,,,3.3267,3.166
,,,,3.362,3.1918
,,,,3.3974,3.337
,,,,3.4328,3.4967
,,,,3.4681,3.665
,,,,3.5035,3.8359
,,,,3.5388,4.0038
,,,,3.5742,4.1653
,,,,3.6095,4.2716
,,,,3.6449,4.3776
,,,,3.6802,4.4968
,,,,3.7156,4.6264
,,,,3.751,4.7619
,,,,3.7863,4.8961
,,,,3.8217,5.0173
,,,,3.857,5.107
,,,,3.8924,5.1412
,,,,3.8924,5.1575
,,,,3.9163,5.1343
,,,,3.9402,5.071
,,,,3.9641,4.9807
,,,,3.988,4.8751
,,,,4.0119,4.762
,,,,4.0358,4.6466
,,,,4.0597,4.5323
,,,,4.0836,4.4212
,,,,4.1076,4.315
,,,,4.1315,4.215
,,,,4.1554,4.1222
,,,,4.1793,4.0373
,,,,4.2032,3.9611
,,,,4.2271,3.8093
,,,,4.251,3.6742
,,,,4.2749,3.5612
,,,,4.2988,3.4724
,,,,4.3227,3.4088
,,,,4.3466,3.3708
,,,,4.3705,3.3582
,,,,4.3705,3.2072
,,,,4.3945,3.2073
,,,,4.4184,3.2074
,,,,4.4423,3.2075
,,,,4.4662,3.2076
,,,,4.4901,3.2076
,,,,4.514,3.2075
,,,,4.5379,3.207
,,,,4.5618,3.2061
,,,,4.5857,3.2044
,,,,4.6096,3.2017
,,,,4.6335,3.1977
,,,,4.6574,3.1919
,,,,4.6814,3.1838
,,,,4.7053,3.173
,,,,4.7292,3.1592
,,,,4.7531,3.1428
,,,,4.777,3.1253
,,,,4.8009,3.1092
,,,,4.8248,3.0978
,,,,4.8487,3.0937
,,,,,
,,,,0,5.753
,,,,0.025,5.7522
,,,,0.05,5.7498
,,,,0.075,5.7458
,,,,0.1,5.7401
,,,,0.125,5.7326
,,,,0.15,5.7233
,,,,0.175,5.712
,,,,0.2,5.6988
,,,,0.225,5.6834
,,,,0.25,5.6659
,,,,0.275,5.6465
,,,,0.3,5.6253
,,,,0.325,5.6028
,,,,0.35,5.5799
,,,,0.375,5.5576
,,,,0.4,5.5371
,,,,0.425,5.5197
,,,,0.45,5.5064
,,,,0.475,5.4981
,,,,0.5,5.4953
,,,,0.525,5.4531
,,,,0.55,5.3541
,,,,0.575,5.2487
,,,,0.6,5.1934
,,,,0.625,5.1735
,,,,0.65,5.1613
,,,,0.675,5.0229
,,,,0.7,4.8055
,,,,0.725,4.5862
,,,,0.75,4.3691
,,,,0.775,4.1586
,,,,0.8,3.9993
,,,,0.825,3.9085
,,,,0.85,3.8287
,,,,0.875,3.7605
,,,,0.9,3.7043
,,,,0.925,3.6602
,,,,0.95,3.6286
,,,,0.975,3.6096
,,,,1,3.6032
,,,,1.0354,3.616
,,,,1.0707,3.6542
,,,,1.1061,3.7183
,,,,1.1414,3.8088
,,,,1.1768,3.9264
,,,,1.2121,4.0716
,,,,1.2475,4.244
,,,,1.2828,4.4418
,,,,1.3182,4.6615
,,,,1.3536,4.8978
,,,,1.3889,5.1425
,,,,1.4243,5.3696
,,,,1.4596,5.4978
,,,,1.495,5.5603
,,,,1.5303,5.6033
,,,,1.5657,5.6336
,,,,1.601,5.6545
,,,,1.6364,5.6795
,,,,1.6718,5.7353
,,,,1.7071,5.753
,,,,1.731,5.7488
,,,,1.7549,5.7361
,,,,1.7788,5.7155
,,,,1.8027,5.6873
,,,,1.8266,5.6526
,,,,1.8506,5.6124
,,,,1.8745,5.5681
,,,,1.8984,5.521
,,,,1.9223,5.4726
,,,,1.9462,5.4241
,,,,1.9701,5.3768
,,,,1.994,5.3319
,,,,2.0179,5.2902
,,,,2.0418,5.2525
,,,,2.0657,5.2196
,,,,2.0896,5.1919
,,,,2.1135,5.17
,,,,2.1375,5.1541
,,,,2.1614,5.1444
,,,,2.1853,5.1412
,,,,2.2103,5.1401
,,,,2.2353,5.1371
,,,,2.2603,5.1321
,,,,2.2853,5.1252
,,,,2.3103,5.1168
,,,,2.3353,5.107
,,,,2.3603,5.0962
,,,,2.3853,5.0846
,,,,2.4103,5.0184
,,,,2.4353,4.8147
,,,,2.4603,4.6147
,,,,2.4853,4.4259
,,,,2.5103,4.2545
,,,,2.5353,4.1048
,,,,2.5603,3.9793
,,,,2.5853,3.8784
,,,,2.6103,3.8013
,,,,2.6353,3.7468
,,,,2.6603,3.7143
,,,,2.6853,3.7035
,,,,2.7103,3.7069
,,,,2.7353,3.7171
,,,,2.7603,3.7337
,,,,2.7853,3.7564
,,,,2.8103,3.7845
,,,,2.8353,3.8173
,,,,2.8603,3.854
,,,,2.8853,3.8936
,,,,2.9103,3.935
,,,,2.9353,3.9774
,,,,2.9603,4.0195
,,,,2.9853,4.02
,,,,3.0103,3.9166
,,,,3.0353,3.8267
,,,,3.0603,3.7557
,,,,3.0853,3.7047
,,,,3.1103,3.6707
,,,,3.1353,3.6496
,,,,3.1603,3.6383
,,,,3.1853,3.6347
,,,,3.2206,3.6418
,,,,3.256,3.6636
,,,,3.2913,3.7005
,,,,3.3267,3.7515
,,,,3.362,3.8112
,,,,3.3974,3.8715
,,,,3.4328,3.9274
,,,,3.4681,3.9809
,,,,3.5035,4.0374
,,,,3.5388,4.1026
,,,,3.5742,4.18
,,,,3.6095,4.3191
,,,,3.6449,4.4654
,,,,3.6802,4.6048
,,,,3.7156,4.737
,,,,3.751,4.8602
,,,,3.7863,4.9702
,,,,3.8217,5.0598
,,,,3.857,5.1199
,,,,3.8924,5.1412
,,,,3.8924,5.4953
,,,,3.9163,5.494
,,,,3.9402,5.4902
,,,,3.9641,5.4841
,,,,3.988,5.4757
,,,,4.0119,5.4417
,,,,4.0358,5.2812
,,,,4.0597,5.1017
,,,,4.0836,4.9099
,,,,4.1076,4.7119
,,,,4.1315,4.5136
,,,,4.1554,4.3199
,,,,4.1793,4.1354
,,,,4.2032,3.9641
,,,,4.2271,3.894
,,,,4.251,3.8365
,,,,4.2749,3.789
,,,,4.2988,3.7518
,,,,4.3227,3.725
,,,,4.3466,3.7089
,,,,4.3705,3.7035
,,,,4.3705,3.6032
,,,,4.3945,3.6063
,,,,4.4184,3.6153
,,,,4.4423,3.6301
,,,,4.4662,3.6504
,,,,4.4901,3.6755
,,,,4.514,3.7049
,,,,4.5379,3.7377
,,,,4.5618,3.7733
,,,,4.5857,3.8106
,,,,4.6096,3.8489
,,,,4.6335,3.8871
,,,,4.6574,3.9243
,,,,4.6814,3.9596
,,,,4.7053,3.9922
,,,,4.7292,3.9114
,,,,4.7531,3.8073
,,,,4.777,3.7291
,,,,4.8009,3.6755
,,,,4.8248,3.6447
,,,,4.8487,3.6347
,,,,,
,,,,0,6.2496
,,,,0.025,6.2354
,,,,0.05,6.1985
,,,,0.075,6.1499
,,,,0.1,6.0977
,,,,0.125,6.0456
,,,,0.15,5.9952
,,,,0.175,5.9482
,,,,0.2,5.9064
,,,,0.225,5.8716
,,,,0.25,5.8445
,,,,0.275,5.8247
,,,,0.3,5.8113
,,,,0.325,5.803
,,,,0.35,5.7991
,,,,0.375,5.7987
,,,,0.4,5.8012
,,,,0.425,5.8059
,,,,0.45,5.8115
,,,,0.475,5.8162
,,,,0.5,5.8181
,,,,0.525,5.8081
,,,,0.55,5.7824
,,,,0.575,5.7383
,,,,0.6,5.6124
,,,,0.625,5.4337
,,,,0.65,5.2341
,,,,0.675,5.1504
,,,,0.7,5.1396
,,,,0.725,5.1284
,,,,0.75,5.1168
,,,,0.775,5.1051
,,,,0.8,5.0934
,,,,0.825,5.0821
,,,,0.85,5.0714
,,,,0.875,5.0618
,,,,0.9,5.0535
,,,,0.925,5.0467
,,,,0.95,5.0418
,,,,0.975,5.0387
,,,,1,5.0377
,,,,1.0354,5.0415
,,,,1.0707,5.0527
,,,,1.1061,5.0713
,,,,1.1414,5.0967
,,,,1.1768,5.1285
,,,,1.2121,5.1664
,,,,1.2475,5.2098
,,,,1.2828,5.2586
,,,,1.3182,5.3124
,,,,1.3536,5.3713
,,,,1.3889,5.4372
,,,,1.4243,5.5282
,,,,1.4596,5.7129
,,,,1.495,5.923
,,,,1.5303,6.0275
,,,,1.5657,6.083
,,,,1.601,6.1374
,,,,1.6364,6.1905
,,,,1.6718,6.2329
,,,,1.7071,6.2496
,,,,1.731,6.2475
,,,,1.7549,6.2415
,,,,1.7788,6.2321
,,,,1.8027,6.22
,,,,1.8266,6.206
,,,,1.8506,6.1909
,,,,1.8745,6.1753
,,,,1.8984,6.1595
,,,,1.9223,6.144
,,,,1.9462,6.1289
,,,,1.9701,6.1145
,,,,1.994,6.101
,,,,2.0179,6.0886
,,,,2.0418,6.0774
,,,,2.0657,6.0676
,,,,2.0896,6.0594
,,,,2.1135,6.0528
,,,,2.1375,6.048
,,,,2.1614,6.0396
,,,,2.1853,6.0362
,,,,2.2103,6.0002
,,,,2.2353,5.9565
,,,,2.2603,5.8979
,,,,2.2853,5.8167
,,,,2.3103,5.7078
,,,,2.3353,5.5696
,,,,2.3603,5.4042
,,,,2.3853,5.2178
,,,,2.4103,5.0726
,,,,2.4353,5.0606
,,,,2.4603,5.0491
,,,,2.4853,5.0383
,,,,2.5103,5.0287
,,,,2.5353,5.0205
,,,,2.5603,5.0139
,,,,2.5853,5.0091
,,,,2.6103,5.0058
,,,,2.6353,5.0038
,,,,2.6603,5.0029
,,,,2.6853,5.0026
,,,,2.7103,4.99
,,,,2.7353,4.9535
,,,,2.7603,4.897
,,,,2.7853,4.8249
,,,,2.8103,4.7416
,,,,2.8353,4.6503
,,,,2.8603,4.5535
,,,,2.8853,4.4525
,,,,2.9103,4.3479
,,,,2.9353,4.24
,,,,2.9603,4.1297
,,,,2.9853,4.0603
,,,,3.0103,4.0986
,,,,3.0353,4.1328
,,,,3.0603,4.1586
,,,,3.0853,4.1543
,,,,3.1103,4.1296
,,,,3.1353,4.1093
,,,,3.1603,4.0967
,,,,3.1853,4.0924
,,,,3.2206,4.1009
,,,,3.256,4.1268
,,,,3.2913,4.1711
,,,,3.3267,4.2358
,,,,3.362,4.3172
,,,,3.3974,4.3773
,,,,3.4328,4.4614
,,,,3.4681,4.5664
,,,,3.5035,4.6881
,,,,3.5388,4.8229
,,,,3.5742,4.9678
,,,,3.6095,5.1196
,,,,3.6449,5.2744
,,,,3.6802,5.4278
,,,,3.7156,5.5744
,,,,3.751,5.7083
,,,,3.7863,5.8236
,,,,3.8217,5.9153
,,,,3.857,5.9834
,,,,3.8924,6.0362
,,,,3.8924,5.8181
,,,,3.9163,5.8035
,,,,3.9402,5.7591
,,,,3.9641,5.6838
,,,,3.988,5.5774
,,,,4.0119,5.4652
,,,,4.0358,5.453
,,,,4.0597,5.4394
,,,,4.0836,5.4247
,,,,4.1076,5.4092
,,,,4.1315,5.3455
,,,,4.1554,5.2853
,,,,4.1793,5.2294
,,,,4.2032,5.1785
,,,,4.2271,5.1333
,,,,4.251,5.0942
,,,,4.2749,5.0617
,,,,4.2988,5.036
,,,,4.3227,5.0175
,,,,4.3466,5.0064
,,,,4.3705,5.0026
,,,,4.3705,5.0377
,,,,4.3945,5.029
,,,,4.4184,5.0037
,,,,4.4423,4.9644
,,,,4.4662,4.9146
,,,,4.4901,4.8575
,,,,4.514,4.7963
,,,,4.5379,4.7332
,,,,4.5618,4.6704
,,,,4.5857,4.6094
,,,,4.6096,4.5512
,,,,4.6335,4.4968
,,,,4.6574,4.3668
,,,,4.6814,4.1935
,,,,4.7053,4.0408
,,,,4.7292,4.0212
,,,,4.7531,4.046
,,,,4.777,4.066
,,,,4.8009,4.0805
,,,,4.8248,4.0894
,,,,4.8487,4.0924
,,,,,
,,,,0,6.2496
,,,,0.025,6.2485
,,,,0.05,6.245
,,,,0.075,6.2394
,,,,0.1,6.2313
,,,,0.125,6.2209
,,,,0.15,6.2078
,,,,0.175,6.1918
,,,,0.2,6.1724
,,,,0.225,6.1489
,,,,0.25,6.1209
,,,,0.275,6.0885
,,,,0.3,6.0533
,,,,0.325,6.0175
,,,,0.35,5.9838
,,,,0.375,5.9542
,,,,0.4,5.9295
,,,,0.425,5.9104
,,,,0.45,5.8969
,,,,0.475,5.8889
,,,,0.5,5.8862
,,,,0.525,5.8816
,,,,0.55,5.8528
,,,,0.575,5.777
,,,,0.6,5.7182
,,,,0.625,5.672
,,,,0.65,5.6232
,,,,0.675,5.571
,,,,0.7,5.5161
,,,,0.725,5.459
,,,,0.75,5.401
,,,,0.775,5.3433
,,,,0.8,5.2873
,,,,0.825,5.2343
,,,,0.85,5.1856
,,,,0.875,5.1424
,,,,0.9,5.1057
,,,,0.925,5.0764
,,,,0.95,5.055
,,,,0.975,5.0421
,,,,1,5.0377
,,,,1.0354,5.0447
,,,,1.0707,5.0656
,,,,1.1061,5.1001
,,,,1.1414,5.1478
,,,,1.1768,5.2078
,,,,1.2121,5.2792
,,,,1.2475,5.3602
,,,,1.2828,5.4491
,,,,1.3182,5.5429
,,,,1.3536,5.6385
,,,,1.3889,5.7318
,,,,1.4243,5.8193
,,,,1.4596,5.8981
,,,,1.495,5.967
,,,,1.5303,6.0342
,,,,1.5657,6.0953
,,,,1.601,6.1501
,,,,1.6364,6.1993
,,,,1.6718,6.2358
,,,,1.7071,6.2496
,,,,1.731,6.2475
,,,,1.7549,6.2415
,,,,1.7788,6.2321
,,,,1.8027,6.22
,,,,1.8266,6.206
,,,,1.8506,6.1909
,,,,1.8745,6.1753
,,,,1.8984,6.1595
,,,,1.9223,6.144
,,,,1.9462,6.1289
,,,,1.9701,6.1145
,,,,1.994,6.101
,,,,2.0179,6.0886
,,,,2.0418,6.0774
,,,,2.0657,6.0676
,,,,2.0896,6.0594
,,,,2.1135,6.0528
,,,,2.1375,6.048
,,,,2.1614,6.0451
,,,,2.1853,6.0441
,,,,2.2103,6.0407
,,,,2.2353,6.0306
,,,,2.2603,6.0135
,,,,2.2853,5.9892
,,,,2.3103,5.9576
,,,,2.3353,5.9186
,,,,2.3603,5.8726
,,,,2.3853,5.8203
,,,,2.4103,5.7632
,,,,2.4353,5.7029
,,,,2.4603,5.6413
,,,,2.4853,5.5802
,,,,2.5103,5.5216
,,,,2.5353,5.467
,,,,2.5603,5.4179
,,,,2.5853,5.3755
,,,,2.6103,5.3409
,,,,2.6353,5.3152
,,,,2.6603,5.2993
,,,,2.6853,5.294
,,,,2.7103,5.2773
,,,,2.7353,5.2303
,,,,2.7603,5.1604
,,,,2.7853,5.0756
,,,,2.8103,4.9825
,,,,2.8353,4.8861
,,,,2.8603,4.7896
,,,,2.8853,4.6957
,,,,2.9103,4.6059
,,,,2.9353,4.5217
,,,,2.9603,4.4438
,,,,2.9853,4.373
,,,,3.0103,4.3102
,,,,3.0353,4.2561
,,,,3.0603,4.2148
,,,,3.0853,4.2072
,,,,3.1103,4.2232
,,,,3.1353,4.2377
,,,,3.1603,4.2469
,,,,3.1853,4.25
,,,,3.2206,4.2506
,,,,3.256,4.2534
,,,,3.2913,4.2616
,,,,3.3267,4.2807
,,,,3.362,4.325
,,,,3.3974,4.4432
,,,,3.4328,4.5642
,,,,3.4681,4.6735
,,,,3.5035,4.804
,,,,3.5388,4.9557
,,,,3.5742,5.1255
,,,,3.6095,5.3063
,,,,3.6449,5.4874
,,,,3.6802,5.6552
,,,,3.7156,5.7966
,,,,3.751,5.9024
,,,,3.7863,5.9728
,,,,3.8217,6.0147
,,,,3.857,6.037
,,,,3.8924,6.0441
,,,,3.8924,5.8862
,,,,3.9163,5.8747
,,,,3.9402,5.8429
,,,,3.9641,5.7961
,,,,3.988,5.7396
,,,,4.0119,5.6769
,,,,4.0358,5.6106
,,,,4.0597,5.543
,,,,4.0836,5.4754
,,,,4.1076,5.4093
,,,,4.1315,5.3936
,,,,4.1554,5.3778
,,,,4.1793,5.3626
,,,,4.2032,5.3481
,,,,4.2271,5.3348
,,,,4.251,5.3229
,,,,4.2749,5.3128
,,,,4.2988,5.3047
,,,,4.3227,5.2988
,,,,4.3466,5.2952
,,,,4.3705,5.294
,,,,4.3705,5.0377
,,,,4.3945,5.029
,,,,4.4184,5.0037
,,,,4.4423,4.9644
,,,,4.4662,4.9146
,,,,4.4901,4.8575
,,,,4.514,4.7963
,,,,4.5379,4.7332
,,,,4.5618,4.6704
,,,,4.5857,4.6094
,,,,4.6096,4.5512
,,,,4.6335,4.4968
,,,,4.6574,4.4468
,,,,4.6814,4.4019
,,,,4.7053,4.3623
,,,,4.7292,4.3284
