Title,Fermi,Ticks,Label,HSP,Energy
,,,,0.875,-8.7295
,,,,0.9,-8.7223
,,,,0.925,-8.7168
,,,,0.95,-8.7129
,,,,0.975,-8.7106
,,,,1,-8.7099
,,,,1.0354,-8.7114
,,,,1.0707,-8.7159
,,,,1.1061,-8.7232
,,,,1.1414,-8.733
,,,,1.1768,-8.745
,,,,1.2121,-8.7589
,,,,1.2475,-8.7745
,,,,1.2828,-8.7919
,,,,1.3182,-8.8114
,,,,1.3536,-8.8337
,,,,1.3889,-8.8594
,,,,1.4243,-8.8893
,,,,1.4596,-8.9231
,,,,1.495,-8.9594
,,,,1.5303,-8.9959
,,,,1.5657,-9.0299
,,,,1.601,-9.0588
,,,,1.6364,-9.0808
,,,,1.6718,-9.0945
,,,,1.7071,-9.0992
,,,,1.731,-9.0982
,,,,1.7549,-9.0955
,,,,1.7788,-9.0914
,,,,1.8027,-9.0865
,,,,1.8266,-9.0812
,,,,1.8506,-9.0763
,,,,1.8745,-9.0721
,,,,1.8984,-9.069
,,,,1.9223,-9.0671
,,,,1.9462,-9.0664
,,,,1.9701,-9.0667
,,,,1.994,-9.0678
,,,,2.0179,-9.0695
,,,,2.0418,-9.0715
,,,,2.0657,-9.0737
,,,,2.0896,-9.0757
,,,,2.1135,-9.0775
,,,,2.1375,-9.0788
,,,,2.1614,-9.0797
,,,,2.1853,-9.08
,,,,2.2103,-9.0765
,,,,2.2353,-9.0662
,,,,2.2603,-9.0499
,,,,2.2853,-9.0288
,,,,2.3103,-9.0046
,,,,2.3353,-8.9792
,,,,2.3603,-8.9541
,,,,2.3853,-8.9309
,,,,2.4103,-8.9101
,,,,2.4353,-8.8921
,,,,2.4603,-8.8767
,,,,2.4853,-8.8637
,,,,2.5103,-8.8528
,,,,2.5353,-8.8436
,,,,2.5603,-8.8362
,,,,2.5853,-8.8302
,,,,2.6103,-8.8256
,,,,2.6353,-8.8224
,,,,2.6603,-8.8205
,,,,2.6853,-8.8199
,,,,2.7103,-8.8142
,,,,2.7353,-8.7971
,,,,2.7603,-8.7691
,,,,2.7853,-8.7305
,,,,2.8103,-8.6821
,,,,2.8353,-8.6248
,,,,2.8603,-8.5597
,,,,2.8853,-8.4882
,,,,2.9103,-8.4117
,,,,2.9353,-8.332
,,,,2.9603,-8.251
,,,,2.9853,-8.1711
,,,,3.0103,-8.0957
,,,,3.0353,-8.0351
,,,,3.0603,-8.0099
,,,,3.0853,-8.0015
,,,,3.1103,-7.9968
,,,,3.1353,-7.9938
,,,,3.1603,-7.9921
,,,,3.1853,-7.9915
,,,,3.2206,-7.9927
,,,,3.256,-7.9961
,,,,3.2913,-8.0018
,,,,3.3267,-8.0108
,,,,3.362,-8.0308
,,,,3.3974,-8.0892
,,,,3.4328,-8.176
,,,,3.4681,-8.2724
,,,,3.5035,-8.3729
,,,,3.5388,-8.4742
,,,,3.5742,-8.5736
,,,,3.6095,-8.6688
,,,,3.6449,-8.7577
,,,,3.6802,-8.8384
,,,,3.7156,-8.9095
,,,,3.751,-8.9694
,,,,3.7863,-9.0171
,,,,3.8217,-9.0519
,,,,3.857,-9.0729
,,,,3.8924,-9.08
,,,,3.8924,-9.0308
,,,,3.9163,-9.0285
,,,,3.9402,-9.0218
,,,,3.9641,-9.011
,,,,3.988,-8.9969
,,,,4.0119,-8.9803
,,,,4.0358,-8.9622
,,,,4.0597,-8.9435
,,,,4.0836,-8.925
,,,,4.1076,-8.9076
,,,,4.1315,-8.8916
,,,,4.1554,-8.8772
,,,,4.1793,-8.8646
,,,,4.2032,-8.8537
,,,,4.2271,-8.8445
,,,,4.251,-8.8368
,,,,4.2749,-8.8306
,,,,4.2988,-8.8259
,,,,4.3227,-8.8225
,,,,4.3466,-8.8205
,,,,4.3705,-8.8199
,,,,4.3705,-8.7099
,,,,4.3945,-8.7058
,,,,4.4184,-8.6938
,,,,4.4423,-8.674
,,,,4.4662,-8.6467
,,,,4.4901,-8.6126
,,,,4.514,-8.5723
,,,,4.5379,-8.5267
,,,,4.5618,-8.4766
,,,,4.5857,-8.4232
,,,,4.6096,-8.3676
,,,,4.6335,-8.3113
,,,,4.6574,-8.2555
,,,,4.6814,-8.2016
,,,,4.7053,-8.1513
,,,,4.7292,-8.1058
,,,,4.7531,-8.0664
,,,,4.777,-8.0345
,,,,4.8009,-8.0109
,,,,4.8248,-7.9964
,,,,4.8487,-7.9915
,,,,,
,,,,0,-8.672
,,,,0.025,-8.6697
,,,,0.05,-8.6627
,,,,0.075,-8.6514
,,,,0.1,-8.6383
,,,,0.125,-8.6279
,,,,0.15,-8.6218
,,,,0.175,-8.6182
,,,,0.2,-8.6157
,,,,0.225,-8.6136
,,,,0.25,-8.6118
,,,,0.275,-8.6101
,,,,0.3,-8.6085
,,,,0.325,-8.607
,,,,0.35,-8.6057
,,,,0.375,-8.6045
,,,,0.4,-8.6035
,,,,0.425,-8.6027
,,,,0.45,-8.6021
,,,,0.475,-8.6017
,,,,0.5,-8.6016
,,,,0.525,-8.5996
,,,,0.55,-8.5936
,,,,0.575,-8.583
,,,,0.6,-8.5673
,,,,0.625,-8.5455
,,,,0.65,-8.5165
,,,,0.675,-8.4793
,,,,0.7,-8.4333
,,,,0.725,-8.3789
,,,,0.75,-8.3174
,,,,0.775,-8.2508
,,,,0.8,-8.1817
,,,,0.825,-8.1127
,,,,0.85,-8.0463
,,,,0.875,-7.9852
,,,,0.9,-7.9315
,,,,0.925,-7.8875
,,,,0.95,-7.8547
,,,,0.975,-7.8344
,,,,1,-7.8276
,,,,1.0354,-7.835
,,,,1.0707,-7.8568
,,,,1.1061,-7.8923
,,,,1.1414,-7.9399
,,,,1.1768,-7.9978
,,,,1.2121,-8.0639
,,,,1.2475,-8.1354
,,,,1.2828,-8.2096
,,,,1.3182,-8.2834
,,,,1.3536,-8.3537
,,,,1.3889,-8.4172
,,,,1.4243,-8.4715
,,,,1.4596,-8.515
,,,,1.495,-8.5478
,,,,1.5303,-8.5712
,,,,1.5657,-8.5986
,,,,1.601,-8.6303
,,,,1.6364,-8.6533
,,,,1.6718,-8.6673
,,,,1.7071,-8.672
,,,,1.731,-8.6719
,,,,1.7549,-8.6717
,,,,1.7788,-8.6712
,,,,1.8027,-8.6706
,,,,1.8266,-8.6699
,,,,1.8506,-8.6691
,,,,1.8745,-8.6681
,,,,1.8984,-8.667
,,,,1.9223,-8.6659
,,,,1.9462,-8.6648
,,,,1.9701,-8.6637
,,,,1.994,-8.6625
,,,,2.0179,-8.6615
,,,,2.0418,-8.6605
,,,,2.0657,-8.6596
,,,,2.0896,-8.6589
,,,,2.1135,-8.6583
,,,,2.1375,-8.6578
,,,,2.1614,-8.6576
,,,,2.1853,-8.6575
,,,,2.2103,-8.655
,,,,2.2353,-8.6475
,,,,2.2603,-8.6345
,,,,2.2853,-8.6153
,,,,2.3103,-8.5891
,,,,2.3353,-8.5548
,,,,2.3603,-8.512
,,,,2.3853,-8.4608
,,,,2.4103,-8.402
,,,,2.4353,-8.337
,,,,2.4603,-8.268
,,,,2.4853,-8.1973
,,,,2.5103,-8.1274
,,,,2.5353,-8.0641
,,,,2.5603,-8.0551
,,,,2.5853,-8.0572
,,,,2.6103,-8.0593
,,,,2.6353,-8.0608
,,,,2.6603,-8.0617
,,,,2.6853,-8.062
,,,,2.7103,-8.0616
,,,,2.7353,-8.0603
,,,,2.7603,-8.0581
,,,,2.7853,-8.0551
,,,,2.8103,-8.0513
,,,,2.8353,-8.0469
,,,,2.8603,-8.0418
,,,,2.8853,-8.0363
,,,,2.9103,-8.0305
,,,,2.9353,-8.0243
,,,,2.9603,-8.0178
,,,,2.9853,-8.0107
,,,,3.0103,-8.002
,,,,3.0353,-7.9836
,,,,3.0603,-7.9371
,,,,3.0853,-7.8834
,,,,3.1103,-7.8375
,,,,3.1353,-7.803
,,,,3.1603,-7.7817
,,,,3.1853,-7.7745
,,,,3.2206,-7.7836
,,,,3.256,-7.8104
,,,,3.2913,-7.8535
,,,,3.3267,-7.91
,,,,3.362,-7.9697
,,,,3.3974,-8.0021
,,,,3.4328,-8.0371
,,,,3.4681,-8.1036
,,,,3.5035,-8.1724
,,,,3.5388,-8.2417
,,,,3.5742,-8.3097
,,,,3.6095,-8.3749
,,,,3.6449,-8.4358
,,,,3.6802,-8.4913
,,,,3.7156,-8.5401
,,,,3.751,-8.5813
,,,,3.7863,-8.6142
,,,,3.8217,-8.6381
,,,,3.857,-8.6526
,,,,3.8924,-8.6575
,,,,3.8924,-8.6016
,,,,3.9163,-8.5996
,,,,3.9402,-8.5937
,,,,3.9641,-8.5836
,,,,3.988,-8.5691
,,,,4.0119,-8.5499
,,,,4.0358,-8.5257
,,,,4.0597,-8.4966
,,,,4.0836,-8.4625
,,,,4.1076,-8.424
,,,,4.1315,-8.3819
,,,,4.1554,-8.3374
,,,,4.1793,-8.2918
,,,,4.2032,-8.2466
,,,,4.2271,-8.2034
,,,,4.251,-8.1638
,,,,4.2749,-8.129
,,,,4.2988,-8.1006
,,,,4.3227,-8.0794
,,,,4.3466,-8.0664
,,,,4.3705,-8.062
,,,,4.3705,-7.8276
,,,,4.3945,-7.8273
,,,,4.4184,-7.8264
,,,,4.4423,-7.8248
,,,,4.4662,-7.8227
,,,,4.4901,-7.82
,,,,4.514,-7.8169
,,,,4.5379,-7.8134
,,,,4.5618,-7.8096
,,,,4.5857,-7.8056
,,,,4.6096,-7.8014
,,,,4.6335,-7.7973
,,,,4.6574,-7.7932
,,,,4.6814,-7.7893
,,,,4.7053,-7.7857
,,,,4.7292,-7.7825
,,,,4.7531,-7.7797
,,,,4.777,-7.7775
,,,,4.8009,-7.7759
,,,,4.8248,-7.7749
,,,,4.8487,-7.7745
,,,,,
,,,,0,-8.608
,,,,0.025,-8.6075
,,,,0.05,-8.6057
,,,,0.075,-8.6014
,,,,0.1,-8.5917
,,,,0.125,-8.5709
,,,,0.15,-8.5366
,,,,0.175,-8.4908
,,,,0.2,-8.4354
,,,,0.225,-8.3722
,,,,0.25,-8.3034
,,,,0.275,-8.2309
,,,,0.3,-8.1572
,,,,0.325,-8.0846
,,,,0.35,-8.0156
,,,,0.375,-7.9523
,,,,0.4,-7.8971
,,,,0.425,-7.8519
,,,,0.45,-7.8183
,,,,0.475,-7.7976
,,,,0.5,-7.7906
,,,,0.525,-7.7908
,,,,0.55,-7.7915
,,,,0.575,-7.7926
,,,,0.6,-7.7941
,,,,0.625,-7.7959
,,,,0.65,-7.7981
,,,,0.675,-7.8005
,,,,0.7,-7.8031
,,,,0.725,-7.806
,,,,0.75,-7.8088
,,,,0.775,-7.8117
,,,,0.8,-7.8146
,,,,0.825,-7.8173
,,,,0.85,-7.8198
,,,,0.875,-7.8221
,,,,0.9,-7.824
,,,,0.925,-7.8256
,,,,0.95,-7.8267
,,,,0.975,-7.8274
,,,,1,-7.8276
,,,,1.0354,-7.8334
,,,,1.0707,-7.8507
,,,,1.1061,-7.8788
,,,,1.1414,-7.9168
,,,,1.1768,-7.9635
,,,,1.2121,-8.0174
,,,,1.2475,-8.077
,,,,1.2828,-8.1405
,,,,1.3182,-8.2062
,,,,1.3536,-8.2725
,,,,1.3889,-8.3376
,,,,1.4243,-8.4001
,,,,1.4596,-8.4587
,,,,1.495,-8.512
,,,,1.5303,-8.5589
,,,,1.5657,-8.5871
,,,,1.601,-8.5974
,,,,1.6364,-8.6037
,,,,1.6718,-8.607
,,,,1.7071,-8.608
,,,,1.731,-8.6056
,,,,1.7549,-8.598
,,,,1.7788,-8.5853
,,,,1.8027,-8.5672
,,,,1.8266,-8.5434
,,,,1.8506,-8.514
,,,,1.8745,-8.4792
,,,,1.8984,-8.4394
,,,,1.9223,-8.3955
,,,,1.9462,-8.3485
,,,,1.9701,-8.2996
,,,,1.994,-8.2503
,,,,2.0179,-8.202
,,,,2.0418,-8.1563
,,,,2.0657,-8.1146
,,,,2.0896,-8.0783
,,,,2.1135,-8.0487
,,,,2.1375,-8.0267
,,,,2.1614,-8.0132
,,,,2.1853,-8.0087
,,,,2.2103,-8.009
,,,,2.2353,-8.01
,,,,2.2603,-8.0115
,,,,2.2853,-8.0137
,,,,2.3103,-8.0164
,,,,2.3353,-8.0196
,,,,2.3603,-8.0231
,,,,2.3853,-8.0269
,,,,2.4103,-8.0309
,,,,2.4353,-8.0351
,,,,2.4603,-8.0391
,,,,2.4853,-8.0431
,,,,2.5103,-8.0465
,,,,2.5353,-8.0463
,,,,2.5603,-7.9969
,,,,2.5853,-7.9436
,,,,2.6103,-7.8995
,,,,2.6353,-7.8667
,,,,2.6603,-7.8465
,,,,2.6853,-7.8397
,,,,2.7103,-7.8393
,,,,2.7353,-7.8382
,,,,2.7603,-7.8363
,,,,2.7853,-7.8336
,,,,2.8103,-7.8304
,,,,2.8353,-7.8266
,,,,2.8603,-7.8223
,,,,2.8853,-7.8176
,,,,2.9103,-7.8127
,,,,2.9353,-7.8076
,,,,2.9603,-7.8025
,,,,2.9853,-7.7975
,,,,3.0103,-7.7927
,,,,3.0353,-7.7883
,,,,3.0603,-7.7843
,,,,3.0853,-7.7809
,,,,3.1103,-7.7782
,,,,3.1353,-7.7762
,,,,3.1603,-7.7749
,,,,3.1853,-7.7745
,,,,3.2206,-7.7807
,,,,3.256,-7.7989
,,,,3.2913,-7.8285
,,,,3.3267,-7.8686
,,,,3.362,-7.9178
,,,,3.3974,-7.9745
,,,,3.4328,-8.0141
,,,,3.4681,-8.0213
,,,,3.5035,-8.0261
,,,,3.5388,-8.0291
,,,,3.5742,-8.0302
,,,,3.6095,-8.0298
,,,,3.6449,-8.0279
,,,,3.6802,-8.025
,,,,3.7156,-8.0214
,,,,3.751,-8.0176
,,,,3.7863,-8.014
,,,,3.8217,-8.0112
,,,,3.857,-8.0093
,,,,3.8924,-8.0087
,,,,3.8924,-7.7906
,,,,3.9163,-7.7909
,,,,3.9402,-7.7918
,,,,3.9641,-7.7933
,,,,3.988,-7.7953
,,,,4.0119,-7.7978
,,,,4.0358,-7.8007
,,,,4.0597,-7.804
,,,,4.0836,-7.8076
,,,,4.1076,-7.8113
,,,,4.1315,-7.8151
,,,,4.1554,-7.819
,,,,4.1793,-7.8227
,,,,4.2032,-7.8263
,,,,4.2271,-7.8296
,,,,4.251,-7.8325
,,,,4.2749,-7.835
,,,,4.2988,-7.837
,,,,4.3227,-7.8385
,,,,4.3466,-7.8394
,,,,4.3705,-7.8397
,,,,4.3705,-7.8276
,,,,4.3945,-7.8273
,,,,4.4184,-7.8264
,,,,4.4423,-7.8248
,,,,4.4662,-7.8227
,,,,4.4901,-7.82
,,,,4.514,-7.8169
,,,,4.5379,-7.8134
,,,,4.5618,-7.8096
,,,,4.5857,-7.8056
,,,,4.6096,-7.8014
,,,,4.6335,-7.7973
,,,,4.6574,-7.7932
,,,,4.6814,-7.7893
,,,,4.7053,-7.7857
,,,,4.7292,-7.7825
,,,,4.7531,-7.7797
,,,,4.777,-7.7775
,,,,4.8009,-7.7759
,,,,4.8248,-7.7749
,,,,4.8487,-7.7745
,,,,,
,,,,0,-3.0187
,,,,0.025,-3.0185
,,,,0.05,-3.0179
,,,,0.075,-3.017
,,,,0.1,-3.0157
,,,,0.125,-3.0141
,,,,0.15,-3.0122
,,,,0.175,-3.0101
,,,,0.2,-3.0078
,,,,0.225,-3.0053
,,,,0.25,-3.0027
,,,,0.275,-3.0001
,,,,0.3,-2.9976
,,,,0.325,-2.9951
,,,,0.35,-2.9928
,,,,0.375,-2.9907
,,,,0.4,-2.9889
,,,,0.425,-2.9874
,,,,0.45,-2.9864
,,,,0.475,-2.9857
,,,,0.5,-2.9855
,,,,0.525,-2.9854
,,,,0.55,-2.9853
,,,,0.575,-2.9853
,,,,0.6,-2.9856
,,,,0.625,-2.9869
,,,,0.65,-2.9894
,,,,0.675,-2.9931
,,,,0.7,-2.9979
,,,,0.725,-3.0032
,,,,0.75,-3.0089
,,,,0.775,-3.0147
,,,,0.8,-3.0203
,,,,0.825,-3.0256
,,,,0.85,-3.0305
,,,,0.875,-3.0348
,,,,0.9,-3.0385
,,,,0.925,-3.0414
,,,,0.95,-3.0435
,,,,0.975,-3.0448
,,,,1,-3.0452
,,,,1.0354,-3.0451
,,,,1.0707,-3.0446
,,,,1.1061,-3.0439
,,,,1.1414,-3.0427
,,,,1.1768,-3.0411
,,,,1.2121,-3.0389
,,,,1.2475,-3.0363
,,,,1.2828,-3.0331
,,,,1.3182,-3.0295
,,,,1.3536,-3.0255
,,,,1.3889,-3.0213
,,,,1.4243,-3.017
,,,,1.4596,-3.0127
,,,,1.495,-3.0087
,,,,1.5303,-3.0093
,,,,1.5657,-3.0126
,,,,1.601,-3.0153
,,,,1.6364,-3.0171
,,,,1.6718,-3.0183
,,,,1.7071,-3.0187
,,,,1.731,-3.0178
,,,,1.7549,-3.0153
,,,,1.7788,-3.0112
,,,,1.8027,-3.0056
,,,,1.8266,-2.9987
,,,,1.8506,-2.9914
,,,,1.8745,-2.99
,,,,1.8984,-2.9886
,,,,1.9223,-2.987
,,,,1.9462,-2.9854
,,,,1.9701,-2.9839
,,,,1.994,-2.9823
,,,,2.0179,-2.9809
,,,,2.0418,-2.9795
,,,,2.0657,-2.9783
,,,,2.0896,-2.9773
,,,,2.1135,-2.9764
,,,,2.1375,-2.9758
,,,,2.1614,-2.9755
,,,,2.1853,-2.9753
,,,,2.2103,-2.9756
,,,,2.2353,-2.9765
,,,,2.2603,-2.9779
,,,,2.2853,-2.9799
,,,,2.3103,-2.9822
,,,,2.3353,-2.985
,,,,2.3603,-2.988
,,,,2.3853,-2.9912
,,,,2.4103,-2.9945
,,,,2.4353,-2.9978
,,,,2.4603,-3.0011
,,,,2.4853,-3.0042
,,,,2.5103,-3.0072
,,,,2.5353,-3.0098
,,,,2.5603,-3.0121
,,,,2.5853,-3.014
,,,,2.6103,-3.0156
,,,,2.6353,-3.0167
,,,,2.6603,-3.0173
,,,,2.6853,-3.0175
,,,,2.7103,-3.0188
,,,,2.7353,-3.0226
,,,,2.7603,-3.0288
,,,,2.7853,-3.0373
,,,,2.8103,-3.0479
,,,,2.8353,-3.0602
,,,,2.8603,-3.074
,,,,2.8853,-3.0889
,,,,2.9103,-3.1045
,,,,2.9353,-3.1205
,,,,2.9603,-3.1365
,,,,2.9853,-3.1519
,,,,3.0103,-3.1666
,,,,3.0353,-3.18
,,,,3.0603,-3.1919
,,,,3.0853,-3.2021
,,,,3.1103,-3.2102
,,,,3.1353,-3.2161
,,,,3.1603,-3.2197
,,,,3.1853,-3.2209
,,,,3.2206,-3.2195
,,,,3.256,-3.2152
,,,,3.2913,-3.208
,,,,3.3267,-3.1983
,,,,3.362,-3.1861
,,,,3.3974,-3.1718
,,,,3.4328,-3.1556
,,,,3.4681,-3.138
,,,,3.5035,-3.1193
,,,,3.5388,-3.1
,,,,3.5742,-3.0807
,,,,3.6095,-3.0618
,,,,3.6449,-3.0437
,,,,3.6802,-3.027
,,,,3.7156,-3.0121
,,,,3.751,-2.9993
,,,,3.7863,-2.989
,,,,3.8217,-2.9815
,,,,3.857,-2.9769
,,,,3.8924,-2.9753
,,,,3.8924,-2.9855
,,,,3.9163,-2.9855
,,,,3.9402,-2.9856
,,,,3.9641,-2.9858
,,,,3.988,-2.986
,,,,4.0119,-2.9862
,,,,4.0358,-2.9865
,,,,4.0597,-2.9867
,,,,4.0836,-2.987
,,,,4.1076,-2.9872
,,,,4.1315,-2.9874
,,,,4.1554,-2.9875
,,,,4.1793,-2.9876
,,,,4.2032,-2.9877
,,,,4.2271,-2.9933
,,,,4.251,-3.0003
,,,,4.2749,-3.0063
,,,,4.2988,-3.0111
,,,,4.3227,-3.0147
,,,,4.3466,-3.0168
,,,,4.3705,-3.0175
,,,,4.3705,-3.0452
,,,,4.3945,-3.0463
,,,,4.4184,-3.0495
,,,,4.4423,-3.0548
,,,,4.4662,-3.062
,,,,4.4901,-3.071
,,,,4.514,-3.0815
,,,,4.5379,-3.0932
,,,,4.5618,-3.106
,,,,4.5857,-3.1194
,,,,4.6096,-3.1331
,,,,4.6335,-3.1469
,,,,4.6574,-3.1603
,,,,4.6814,-3.173
,,,,4.7053,-3.1848
,,,,4.7292,-3.1952
,,,,4.7531,-3.2042
,,,,4.777,-3.2114
,,,,4.8009,-3.2166
,,,,4.8248,-3.2198
,,,,4.8487,-3.2209
,,,,,
,,,,0,-2.9955
,,,,0.025,-2.9953
,,,,0.05,-2.9946
,,,,0.075,-2.9935
,,,,0.1,-2.9919
,,,,0.125,-2.99
,,,,0.15,-2.9877
,,,,0.175,-2.9852
,,,,0.2,-2.9825
,,,,0.225,-2.9796
,,,,0.25,-2.9766
,,,,0.275,-2.9736
,,,,0.3,-2.9707
,,,,0.325,-2.968
,,,,0.35,-2.9654
,,,,0.375,-2.9632
,,,,0.4,-2.9612
,,,,0.425,-2.9596
,,,,0.45,-2.9585
,,,,0.475,-2.9578
,,,,0.5,-2.9576
,,,,0.525,-2.9579
,,,,0.55,-2.9589
,,,,0.575,-2.9603
,,,,0.6,-2.9617
,,,,0.625,-2.9627
,,,,0.65,-2.9628
,,,,0.675,-2.9619
,,,,0.7,-2.9601
,,,,0.725,-2.9622
,,,,0.75,-2.9738
,,,,0.775,-2.9853
,,,,0.8,-2.9964
,,,,0.825,-3.0068
,,,,0.85,-3.0164
,,,,0.875,-3.0248
,,,,0.9,-3.032
,,,,0.925,-3.0377
,,,,0.95,-3.0418
,,,,0.975,-3.0444
,,,,1,-3.0452
,,,,1.0354,-3.0428
,,,,1.0707,-3.0358
,,,,1.1061,-3.0249
,,,,1.1414,-3.0112
,,,,1.1768,-2.9963
,,,,1.2121,-2.9829
,,,,1.2475,-2.9754
,,,,1.2828,-2.9755
,,,,1.3182,-2.9794
,,,,1.3536,-2.9846
,,,,1.3889,-2.9902
,,,,1.4243,-2.9956
,,,,1.4596,-3.0007
,,,,1.495,-3.0053
,,,,1.5303,-3.0049
,,,,1.5657,-3.0017
,,,,1.601,-2.9991
,,,,1.6364,-2.9971
,,,,1.6718,-2.9959
,,,,1.7071,-2.9955
,,,,1.731,-2.9954
,,,,1.7549,-2.995
,,,,1.7788,-2.9944
,,,,1.8027,-2.9936
,,,,1.8266,-2.9926
,,,,1.8506,-2.9914
,,,,1.8745,-2.99
,,,,1.8984,-2.9886
,,,,1.9223,-2.987
,,,,1.9462,-2.9854
,,,,1.9701,-2.9839
,,,,1.994,-2.9823
,,,,2.0179,-2.9809
,,,,2.0418,-2.9795
,,,,2.0657,-2.9783
,,,,2.0896,-2.9773
,,,,2.1135,-2.9764
,,,,2.1375,-2.9758
,,,,2.1614,-2.9755
,,,,2.1853,-2.9753
,,,,2.2103,-2.975
,,,,2.2353,-2.974
,,,,2.2603,-2.9722
,,,,2.2853,-2.9699
,,,,2.3103,-2.967
,,,,2.3353,-2.9636
,,,,2.3603,-2.9597
,,,,2.3853,-2.9556
,,,,2.4103,-2.9512
,,,,2.4353,-2.9467
,,,,2.4603,-2.9436
,,,,2.4853,-2.9518
,,,,2.5103,-2.9595
,,,,2.5353,-2.9665
,,,,2.5603,-2.9727
,,,,2.5853,-2.978
,,,,2.6103,-2.9821
,,,,2.6353,-2.9852
,,,,2.6603,-2.987
,,,,2.6853,-2.9877
,,,,2.7103,-2.989
,,,,2.7353,-2.9929
,,,,2.7603,-2.9994
,,,,2.7853,-3.0083
,,,,2.8103,-3.0194
,,,,2.8353,-3.0326
,,,,2.8603,-3.0476
,,,,2.8853,-3.064
,,,,2.9103,-3.0816
,,,,2.9353,-3.0999
,,,,2.9603,-3.1185
,,,,2.9853,-3.1368
,,,,3.0103,-3.1543
,,,,3.0353,-3.1706
,,,,3.0603,-3.1852
,,,,3.0853,-3.1977
,,,,3.1103,-3.2077
,,,,3.1353,-3.215
,,,,3.1603,-3.2194
,,,,3.1853,-3.2209
,,,,3.2206,-3.217
,,,,3.256,-3.2055
,,,,3.2913,-3.1877
,,,,3.3267,-3.1653
,,,,3.362,-3.1405
,,,,3.3974,-3.1148
,,,,3.4328,-3.0889
,,,,3.4681,-3.0629
,,,,3.5035,-3.0373
,,,,3.5388,-3.0126
,,,,3.5742,-2.9892
,,,,3.6095,-2.9675
,,,,3.6449,-2.9487
,,,,3.6802,-2.9422
,,,,3.7156,-2.9469
,,,,3.751,-2.9543
,,,,3.7863,-2.9622
,,,,3.8217,-2.9691
,,,,3.857,-2.9737
,,,,3.8924,-2.9753
,,,,3.8924,-2.9576
,,,,3.9163,-2.9573
,,,,3.9402,-2.9566
,,,,3.9641,-2.9554
,,,,3.988,-2.9538
,,,,4.0119,-2.9518
,,,,4.0358,-2.9494
,,,,4.0597,-2.9467
,,,,4.0836,-2.9439
,,,,4.1076,-2.9492
,,,,4.1315,-2.9585
,,,,4.1554,-2.9677
,,,,4.1793,-2.9768
,,,,4.2032,-2.9854
,,,,4.2271,-2.9878
,,,,4.251,-2.9878
,,,,4.2749,-2.9877
,,,,4.2988,-2.9877
,,,,4.3227,-2.9877
,,,,4.3466,-2.9877
,,,,4.3705,-2.9877
,,,,4.3705,-3.0452
,,,,4.3945,-3.0463
,,,,4.4184,-3.0495
,,,,4.4423,-3.0548
,,,,4.4662,-3.062
,,,,4.4901,-3.071
,,,,4.514,-3.0815
,,,,4.5379,-3.0932
,,,,4.5618,-3.106
,,,,4.5857,-3.1194
,,,,4.6096,-3.1331
,,,,4.6335,-3.1469
,,,,4.6574,-3.1603
,,,,4.6814,-3.173
,,,,4.7053,-3.1848
,,,,4.7292,-3.1952
,,,,4.7531,-3.2042
,,,,4.777,-3.2114
,,,,4.8009,-3.2166
,,,,4.8248,-3.2198
,,,,4.8487,-3.2209
,,,,,
,,,,0,-2.9955
,,,,0.025,-2.9949
,,,,0.05,-2.9932
,,,,0.075,-2.9903
,,,,0.1,-2.9864
,,,,0.125,-2.9815
,,,,0.15,-2.9758
,,,,0.175,-2.9694
,,,,0.2,-2.9624
,,,,0.225,-2.9551
,,,,0.25,-2.9476
,,,,0.275,-2.94
,,,,0.3,-2.9326
,,,,0.325,-2.9255
,,,,0.35,-2.919
,,,,0.375,-2.9132
,,,,0.4,-2.9082
,,,,0.425,-2.9041
,,,,0.45,-2.9012
,,,,0.475,-2.8994
,,,,0.5,-2.8988
,,,,0.525,-2.8997
,,,,0.55,-2.9025
,,,,0.575,-2.9071
,,,,0.6,-2.9133
,,,,0.625,-2.921
,,,,0.65,-2.93
,,,,0.675,-2.9401
,,,,0.7,-2.9509
,,,,0.725,-2.9578
,,,,0.75,-2.9551
,,,,0.775,-2.9522
,,,,0.8,-2.9493
,,,,0.825,-2.9465
,,,,0.85,-2.9439
,,,,0.875,-2.9415
,,,,0.9,-2.9395
,,,,0.925,-2.9378
,,,,0.95,-2.9366
,,,,0.975,-2.9359
,,,,1,-2.9356
,,,,1.0354,-2.9361
,,,,1.0707,-2.9376
,,,,1.1061,-2.9399
,,,,1.1414,-2.9428
,,,,1.1768,-2.9458
,,,,1.2121,-2.9474
,,,,1.2475,-2.9445
,,,,1.2828,-2.9367
,,,,1.3182,-2.9287
,,,,1.3536,-2.9236
,,,,1.3889,-2.9226
,,,,1.4243,-2.9259
,,,,1.4596,-2.933
,,,,1.495,-2.9431
,,,,1.5303,-2.955
,,,,1.5657,-2.9673
,,,,1.601,-2.9786
,,,,1.6364,-2.9876
,,,,1.6718,-2.9935
,,,,1.7071,-2.9955
,,,,1.731,-2.9954
,,,,1.7549,-2.995
,,,,1.7788,-2.9944
,,,,1.8027,-2.9936
,,,,1.8266,-2.9926
,,,,1.8506,-2.9905
,,,,1.8745,-2.9813
,,,,1.8984,-2.9713
,,,,1.9223,-2.9607
,,,,1.9462,-2.9499
,,,,1.9701,-2.939
,,,,1.994,-2.9283
,,,,2.0179,-2.9181
,,,,2.0418,-2.9087
,,,,2.0657,-2.9002
