Title,Fermi,Ticks,Label,HSP,Energy,Edos,Ba$(6s)$,Ba$(5p)$,Ba_tot,Ti$(4s)$,Ti$(3p)$,Ti$(3d)$,Ti_tot,O$(2s)$,O$(2p)$,O_tot,DOS
,,,,2.3934,-22.6598,12.2,0.00000924,0.00000345,0.0000127,0.00000148,0.00000142,0.1,0.1,0.00000999,0.00305,0.00306,0.105
,,,,2.4184,-22.6596,12.3,0.0000497,0.0000189,0.0000686,0.00000939,0.00000496,0.202,0.202,0.0000633,0.0104,0.0105,0.215
,,,,2.4434,-22.6593,12.4,0.0000945,0.0000391,0.000134,0.000023,0.0000118,0.206,0.206,0.000167,0.0157,0.0159,0.226
,,,,2.4684,-22.659,12.5,0.000202,0.000124,0.000326,0.0000539,0.0000599,0.322,0.322,0.000555,0.036,0.0366,0.367
,,,,2.4934,-22.6588,12.6,0.000521,0.000289,0.000809,0.000163,0.000185,0.795,0.795,0.00272,0.0975,0.1,0.916
,,,,2.5184,-22.6585,12.7,0.000766,0.000346,0.00111,0.000211,0.000108,0.785,0.785,0.00356,0.103,0.107,0.913
,,,,2.5434,-22.6583,12.8,0.00101,0.000408,0.00142,0.000277,0.000091,0.834,0.834,0.00431,0.12,0.124,0.982
,,,,2.5684,-22.6581,12.9,0.00145,0.000464,0.00191,0.000378,0.0000834,0.852,0.852,0.00451,0.135,0.139,1.02
,,,,2.5934,-22.6579,13,0.00195,0.000526,0.00248,0.000473,0.0000788,0.889,0.89,0.00479,0.153,0.157,1.08
,,,,2.6184,-22.6577,13.1,0.00279,0.000608,0.00339,0.000601,0.0000814,0.967,0.968,0.0052,0.18,0.185,1.19
,,,,2.6434,-22.6576,13.2,0.004,0.000724,0.00472,0.000779,0.0000916,1.1,1.1,0.00561,0.22,0.226,1.37
,,,,2.6684,-22.6576,13.3,0.0057,0.000828,0.00653,0.000988,0.000103,1.2,1.2,0.00593,0.255,0.261,1.51
,,,,2.6934,-22.6576,13.4,0.00768,0.000931,0.00861,0.00114,0.000114,1.29,1.29,0.0061,0.291,0.297,1.64
,,,,2.7184,-22.6575,13.5,0.0102,0.00106,0.0113,0.00128,0.000128,1.42,1.42,0.00638,0.338,0.344,1.83
,,,,2.7434,-22.6575,13.6,0.016,0.00143,0.0174,0.00153,0.000179,2.01,2.01,0.00802,0.507,0.515,2.62
,,,,2.7684,-22.6574,13.7,0.0243,0.00182,0.0261,0.00163,0.000226,2.54,2.54,0.00953,0.666,0.676,3.34
,,,,2.7934,-22.6573,13.8,0.0371,0.00223,0.0393,0.00144,0.000271,2.7,2.7,0.00889,0.739,0.748,3.61
,,,,2.8184,-22.6572,13.9,0.0383,0.00156,0.0399,0.000982,0.000187,1.7,1.7,0.00494,0.464,0.469,2.3
,,,,2.8434,-22.657,14,0.0402,0.00108,0.0413,0.000576,0.000137,1.34,1.34,0.0032,0.371,0.374,1.84
,,,,2.8684,-22.6568,14.1,0.0336,0.000563,0.0341,0.000256,0.0000832,1.02,1.02,0.00185,0.296,0.298,1.41
,,,,2.8934,-22.6567,14.2,0.0172,0.000194,0.0174,0.00008,0.0000389,0.635,0.635,0.000825,0.2,0.201,0.887
,,,,2.9184,-22.6565,14.3,0.00398,0.000029,0.00401,0.0000117,0.0000128,0.261,0.261,0.0039,0.0802,0.0841,0.362
,,,,2.9434,-22.6563,14.4,0.0000444,0.0000186,0.000063,0.000131,0.0000952,0.189,0.189,0.0248,0.0114,0.0362,0.234
,,,,2.9684,-22.6561,14.5,0.00017,0.0000774,0.000248,0.000515,0.000328,0.393,0.394,0.0501,0.0356,0.0857,0.497
,,,,2.9934,-22.6559,14.6,0.000257,0.000142,0.000399,0.000895,0.000459,0.436,0.437,0.0544,0.0491,0.103,0.561
,,,,3.0184,-22.6557,14.7,0.000374,0.000247,0.000621,0.00156,0.000519,0.437,0.439,0.0538,0.0571,0.111,0.57
,,,,3.0434,-22.6555,14.8,0.000594,0.000565,0.00116,0.00567,0.00077,0.609,0.615,0.0748,0.0896,0.164,0.807
,,,,3.0684,-22.6553,14.9,0.000603,0.000656,0.00126,0.0067,0.000863,0.638,0.646,0.0778,0.103,0.181,0.855
,,,,3.0934,-22.6552,15,0.000455,0.000616,0.00107,0.00641,0.000743,0.561,0.568,0.0691,0.0949,0.164,0.758
,,,,3.1184,-22.6551,15.1,0.000313,0.000541,0.000854,0.0078,0.000654,0.546,0.554,0.0691,0.094,0.163,0.741
,,,,3.1434,-22.655,,,,,,,,,,,,
,,,,3.1684,-22.655,,,,,,,,,,,,
,,,,3.1934,-22.655,,,,,,,,,,,,
,,,,3.2288,-22.655,,,,,,,,,,,,
,,,,3.2641,-22.6551,,,,,,,,,,,,
,,,,3.2995,-22.6552,,,,,,,,,,,,
,,,,3.3348,-22.6555,,,,,,,,,,,,
,,,,3.3702,-22.6557,,,,,,,,,,,,
,,,,3.4056,-22.6561,,,,,,,,,,,,
,,,,3.4409,-22.6565,,,,,,,,,,,,
,,,,3.4763,-22.6569,,,,,,,,,,,,
,,,,3.5116,-22.6573,,,,,,,,,,,,
,,,,3.547,-22.6578,,,,,,,,,,,,
,,,,3.5823,-22.6583,,,,,,,,,,,,
,,,,3.6177,-22.6587,,,,,,,,,,,,
,,,,3.653,-22.6592,,,,,,,,,,,,
,,,,3.6884,-22.6596,,,,,,,,,,,,
,,,,3.7238,-22.66,,,,,,,,,,,,
,,,,3.7591,-22.6604,,,,,,,,,,,,
,,,,3.7945,-22.6606,,,,,,,,,,,,
,,,,3.8298,-22.6608,,,,,,,,,,,,
,,,,3.8652,-22.661,,,,,,,,,,,,
,,,,3.9005,-22.661,,,,,,,,,,,,
,,,,3.9005,-22.6197,,,,,,,,,,,,
,,,,3.9248,-22.6199,,,,,,,,,,,,
,,,,3.9492,-22.6206,,,,,,,,,,,,
,,,,3.9735,-22.6217,,,,,,,,,,,,
,,,,3.9978,-22.6233,,,,,,,,,,,,
,,,,4.0221,-22.6252,,,,,,,,,,,,
,,,,4.0464,-22.6275,,,,,,,,,,,,
,,,,4.0707,-22.63,,,,,,,,,,,,
,,,,4.0951,-22.6328,,,,,,,,,,,,
,,,,4.1194,-22.6357,,,,,,,,,,,,
,,,,4.1437,-22.6387,,,,,,,,,,,,
,,,,4.168,-22.6416,,,,,,,,,,,,
,,,,4.1923,-22.6445,,,,,,,,,,,,
,,,,4.2166,-22.6473,,,,,,,,,,,,
,,,,4.241,-22.6498,,,,,,,,,,,,
,,,,4.2653,-22.652,,,,,,,,,,,,
,,,,4.2896,-22.654,,,,,,,,,,,,
,,,,4.3139,-22.6555,,,,,,,,,,,,
,,,,4.3382,-22.6566,,,,,,,,,,,,
,,,,4.3625,-22.6573,,,,,,,,,,,,
,,,,4.3868,-22.6576,,,,,,,,,,,,
,,,,4.3868,-22.6176,,,,,,,,,,,,
,,,,4.4112,-22.6178,,,,,,,,,,,,
,,,,4.4355,-22.6185,,,,,,,,,,,,
,,,,4.4598,-22.6196,,,,,,,,,,,,
,,,,4.4841,-22.6212,,,,,,,,,,,,
,,,,4.5084,-22.6231,,,,,,,,,,,,
,,,,4.5327,-22.6253,,,,,,,,,,,,
,,,,4.5571,-22.6278,,,,,,,,,,,,
,,,,4.5814,-22.6305,,,,,,,,,,,,
,,,,4.6057,-22.6334,,,,,,,,,,,,
,,,,4.63,-22.6363,,,,,,,,,,,,
,,,,4.6543,-22.6392,,,,,,,,,,,,
,,,,4.6786,-22.6421,,,,,,,,,,,,
,,,,4.703,-22.6448,,,,,,,,,,,,
,,,,4.7273,-22.6473,,,,,,,,,,,,
,,,,4.7516,-22.6495,,,,,,,,,,,,
,,,,4.7759,-22.6514,,,,,,,,,,,,
,,,,4.8002,-22.6529,,,,,,,,,,,,
,,,,4.8245,-22.654,,,,,,,,,,,,
,,,,4.8488,-22.6547,,,,,,,,,,,,
,,,,4.8732,-22.655,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,0,-22.5381,,,,,,,,,,,,
,,,,0.025,-22.5385,,,,,,,,,,,,
,,,,0.05,-22.5395,,,,,,,,,,,,
,,,,0.075,-22.5411,,,,,,,,,,,,
,,,,0.1,-22.5433,,,,,,,,,,,,
,,,,0.125,-22.5461,,,,,,,,,,,,
,,,,0.15,-22.5493,,,,,,,,,,,,
,,,,0.175,-22.5529,,,,,,,,,,,,
,,,,0.2,-22.5568,,,,,,,,,,,,
,,,,0.225,-22.5609,,,,,,,,,,,,
,,,,0.25,-22.5651,,,,,,,,,,,,
,,,,0.275,-22.5693,,,,,,,,,,,,
,,,,0.3,-22.5734,,,,,,,,,,,,
,,,,0.325,-22.5773,,,,,,,,,,,,
,,,,0.35,-22.5809,,,,,,,,,,,,
,,,,0.375,-22.584,,,,,,,,,,,,
,,,,0.4,-22.5868,,,,,,,,,,,,
,,,,0.425,-22.589,,,,,,,,,,,,
,,,,0.45,-22.5906,,,,,,,,,,,,
,,,,0.475,-22.5915,,,,,,,,,,,,
,,,,0.5,-22.5919,,,,,,,,,,,,
,,,,0.525,-22.5918,,,,,,,,,,,,
,,,,0.55,-22.5918,,,,,,,,,,,,
,,,,0.575,-22.5917,,,,,,,,,,,,
,,,,0.6,-22.5915,,,,,,,,,,,,
,,,,0.625,-22.5914,,,,,,,,,,,,
,,,,0.65,-22.5912,,,,,,,,,,,,
,,,,0.675,-22.591,,,,,,,,,,,,
,,,,0.7,-22.5907,,,,,,,,,,,,
,,,,0.725,-22.5905,,,,,,,,,,,,
,,,,0.75,-22.5902,,,,,,,,,,,,
,,,,0.775,-22.5899,,,,,,,,,,,,
,,,,0.8,-22.5897,,,,,,,,,,,,
,,,,0.825,-22.5894,,,,,,,,,,,,
,,,,0.85,-22.5892,,,,,,,,,,,,
,,,,0.875,-22.589,,,,,,,,,,,,
,,,,0.9,-22.5889,,,,,,,,,,,,
,,,,0.925,-22.5887,,,,,,,,,,,,
,,,,0.95,-22.5886,,,,,,,,,,,,
,,,,0.975,-22.5886,,,,,,,,,,,,
,,,,1,-22.5885,,,,,,,,,,,,
,,,,1.0354,-22.5882,,,,,,,,,,,,
,,,,1.0707,-22.5874,,,,,,,,,,,,
,,,,1.1061,-22.5859,,,,,,,,,,,,
,,,,1.1414,-22.584,,,,,,,,,,,,
,,,,1.1768,-22.5815,,,,,,,,,,,,
,,,,1.2121,-22.5787,,,,,,,,,,,,
,,,,1.2475,-22.5754,,,,,,,,,,,,
,,,,1.2828,-22.5718,,,,,,,,,,,,
,,,,1.3182,-22.5681,,,,,,,,,,,,
,,,,1.3536,-22.5641,,,,,,,,,,,,
,,,,1.3889,-22.5602,,,,,,,,,,,,
,,,,1.4243,-22.5563,,,,,,,,,,,,
,,,,1.4596,-22.5525,,,,,,,,,,,,
,,,,1.495,-22.5491,,,,,,,,,,,,
,,,,1.5303,-22.5459,,,,,,,,,,,,
,,,,1.5657,-22.5432,,,,,,,,,,,,
,,,,1.601,-22.5411,,,,,,,,,,,,
,,,,1.6364,-22.5395,,,,,,,,,,,,
,,,,1.6718,-22.5385,,,,,,,,,,,,
,,,,1.7071,-22.5381,,,,,,,,,,,,
,,,,1.7314,-22.5381,,,,,,,,,,,,
,,,,1.7557,-22.5381,,,,,,,,,,,,
,,,,1.7801,-22.5381,,,,,,,,,,,,
,,,,1.8044,-22.538,,,,,,,,,,,,
,,,,1.8287,-22.5379,,,,,,,,,,,,
,,,,1.853,-22.5378,,,,,,,,,,,,
,,,,1.8773,-22.5377,,,,,,,,,,,,
,,,,1.9016,-22.5376,,,,,,,,,,,,
,,,,1.9259,-22.5375,,,,,,,,,,,,
,,,,1.9503,-22.5374,,,,,,,,,,,,
,,,,1.9746,-22.5373,,,,,,,,,,,,
,,,,1.9989,-22.5372,,,,,,,,,,,,
,,,,2.0232,-22.5371,,,,,,,,,,,,
,,,,2.0475,-22.537,,,,,,,,,,,,
,,,,2.0718,-22.5369,,,,,,,,,,,,
,,,,2.0962,-22.5368,,,,,,,,,,,,
,,,,2.1205,-22.5367,,,,,,,,,,,,
,,,,2.1448,-22.5367,,,,,,,,,,,,
,,,,2.1691,-22.5367,,,,,,,,,,,,
,,,,2.1934,-22.5367,,,,,,,,,,,,
,,,,2.2184,-22.537,,,,,,,,,,,,
,,,,2.2434,-22.5379,,,,,,,,,,,,
,,,,2.2684,-22.5395,,,,,,,,,,,,
,,,,2.2934,-22.5417,,,,,,,,,,,,
,,,,2.3184,-22.5444,,,,,,,,,,,,
,,,,2.3434,-22.5476,,,,,,,,,,,,
,,,,2.3684,-22.5511,,,,,,,,,,,,
,,,,2.3934,-22.5549,,,,,,,,,,,,
,,,,2.4184,-22.5589,,,,,,,,,,,,
,,,,2.4434,-22.563,,,,,,,,,,,,
,,,,2.4684,-22.5671,,,,,,,,,,,,
,,,,2.4934,-22.5711,,,,,,,,,,,,
,,,,2.5184,-22.5749,,,,,,,,,,,,
,,,,2.5434,-22.5784,,,,,,,,,,,,
,,,,2.5684,-22.5816,,,,,,,,,,,,
,,,,2.5934,-22.5842,,,,,,,,,,,,
,,,,2.6184,-22.5864,,,,,,,,,,,,
,,,,2.6434,-22.5879,,,,,,,,,,,,
,,,,2.6684,-22.5889,,,,,,,,,,,,
,,,,2.6934,-22.5892,,,,,,,,,,,,
,,,,2.7184,-22.5892,,,,,,,,,,,,
,,,,2.7434,-22.5891,,,,,,,,,,,,
,,,,2.7684,-22.5891,,,,,,,,,,,,
,,,,2.7934,-22.589,,,,,,,,,,,,
,,,,2.8184,-22.5888,,,,,,,,,,,,
,,,,2.8434,-22.5887,,,,,,,,,,,,
,,,,2.8684,-22.5885,,,,,,,,,,,,
,,,,2.8934,-22.5883,,,,,,,,,,,,
,,,,2.9184,-22.5881,,,,,,,,,,,,
,,,,2.9434,-22.5879,,,,,,,,,,,,
,,,,2.9684,-22.5877,,,,,,,,,,,,
,,,,2.9934,-22.5875,,,,,,,,,,,,
,,,,3.0184,-22.5873,,,,,,,,,,,,
,,,,3.0434,-22.5872,,,,,,,,,,,,
,,,,3.0684,-22.587,,,,,,,,,,,,
,,,,3.0934,-22.5869,,,,,,,,,,,,
,,,,3.1184,-22.5868,,,,,,,,,,,,
,,,,3.1434,-22.5867,,,,,,,,,,,,
,,,,3.1684,-22.5867,,,,,,,,,,,,
,,,,3.1934,-22.5866,,,,,,,,,,,,
,,,,3.2288,-22.5863,,,,,,,,,,,,
,,,,3.2641,-22.5855,,,,,,,,,,,,
,,,,3.2995,-22.584,,,,,,,,,,,,
,,,,3.3348,-22.582,,,,,,,,,,,,
,,,,3.3702,-22.5795,,,,,,,,,,,,
,,,,3.4056,-22.5766,,,,,,,,,,,,
,,,,3.4409,-22.5733,,,,,,,,,,,,
,,,,3.4763,-22.5698,,,,,,,,,,,,
,,,,3.5116,-22.566,,,,,,,,,,,,
,,,,3.547,-22.5621,,,,,,,,,,,,
,,,,3.5823,-22.5582,,,,,,,,,,,,
,,,,3.6177,-22.5543,,,,,,,,,,,,
,,,,3.653,-22.5507,,,,,,,,,,,,
,,,,3.6884,-22.5472,,,,,,,,,,,,
,,,,3.7238,-22.5442,,,,,,,,,,,,
,,,,3.7591,-22.5416,,,,,,,,,,,,
,,,,3.7945,-22.5395,,,,,,,,,,,,
,,,,3.8298,-22.5379,,,,,,,,,,,,
,,,,3.8652,-22.537,,,,,,,,,,,,
,,,,3.9005,-22.5367,,,,,,,,,,,,
,,,,3.9005,-22.5919,,,,,,,,,,,,
,,,,3.9248,-22.5918,,,,,,,,,,,,
,,,,3.9492,-22.5918,,,,,,,,,,,,
,,,,3.9735,-22.5917,,,,,,,,,,,,
,,,,3.9978,-22.5916,,,,,,,,,,,,
,,,,4.0221,-22.5915,,,,,,,,,,,,
,,,,4.0464,-22.5913,,,,,,,,,,,,
,,,,4.0707,-22.5911,,,,,,,,,,,,
,,,,4.0951,-22.5909,,,,,,,,,,,,
,,,,4.1194,-22.5907,,,,,,,,,,,,
,,,,4.1437,-22.5905,,,,,,,,,,,,
,,,,4.168,-22.5903,,,,,,,,,,,,
,,,,4.1923,-22.5901,,,,,,,,,,,,
,,,,4.2166,-22.5899,,,,,,,,,,,,
,,,,4.241,-22.5897,,,,,,,,,,,,
,,,,4.2653,-22.5896,,,,,,,,,,,,
,,,,4.2896,-22.5895,,,,,,,,,,,,
,,,,4.3139,-22.5893,,,,,,,,,,,,
,,,,4.3382,-22.5893,,,,,,,,,,,,
,,,,4.3625,-22.5892,,,,,,,,,,,,
,,,,4.3868,-22.5892,,,,,,,,,,,,
,,,,4.3868,-22.5885,,,,,,,,,,,,
,,,,4.4112,-22.5885,,,,,,,,,,,,
,,,,4.4355,-22.5885,,,,,,,,,,,,
,,,,4.4598,-22.5884,,,,,,,,,,,,
,,,,4.4841,-22.5884,,,,,,,,,,,,
,,,,4.5084,-22.5883,,,,,,,,,,,,
,,,,4.5327,-22.5881,,,,,,,,,,,,
,,,,4.5571,-22.588,,,,,,,,,,,,
,,,,4.5814,-22.5879,,,,,,,,,,,,
,,,,4.6057,-22.5877,,,,,,,,,,,,
,,,,4.63,-22.5876,,,,,,,,,,,,
,,,,4.6543,-22.5874,,,,,,,,,,,,
,,,,4.6786,-22.5873,,,,,,,,,,,,
,,,,4.703,-22.5872,,,,,,,,,,,,
,,,,4.7273,-22.587,,,,,,,,,,,,
,,,,4.7516,-22.5869,,,,,,,,,,,,
,,,,4.7759,-22.5868,,,,,,,,,,,,
,,,,4.8002,-22.5867,,,,,,,,,,,,
,,,,4.8245,-22.5867,,,,,,,,,,,,
,,,,4.8488,-22.5867,,,,,,,,,,,,
,,,,4.8732,-22.5866,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,0,-22.5381,,,,,,,,,,,,
,,,,0.025,-22.5381,,,,,,,,,,,,
,,,,0.05,-22.5381,,,,,,,,,,,,
,,,,0.075,-22.538,,,,,,,,,,,,
,,,,0.1,-22.5379,,,,,,,,,,,,
,,,,0.125,-22.5378,,,,,,,,,,,,
,,,,0.15,-22.5377,,,,,,,,,,,,
,,,,0.175,-22.5376,,,,,,,,,,,,
,,,,0.2,-22.5374,,,,,,,,,,,,
,,,,0.225,-22.5373,,,,,,,,,,,,
,,,,0.25,-22.5371,,,,,,,,,,,,
,,,,0.275,-22.5369,,,,,,,,,,,,
,,,,0.3,-22.5368,,,,,,,,,,,,
,,,,0.325,-22.5366,,,,,,,,,,,,
,,,,0.35,-22.5365,,,,,,,,,,,,
,,,,0.375,-22.5364,,,,,,,,,,,,
,,,,0.4,-22.5363,,,,,,,,,,,,
,,,,0.425,-22.5362,,,,,,,,,,,,
,,,,0.45,-22.5361,,,,,,,,,,,,
,,,,0.475,-22.5361,,,,,,,,,,,,
,,,,0.5,-22.5361,,,,,,,,,,,,
,,,,0.525,-22.5364,,,,,,,,,,,,
,,,,0.55,-22.5374,,,,,,,,,,,,
,,,,0.575,-22.539,,,,,,,,,,,,
,,,,0.6,-22.5411,,,,,,,,,,,,
,,,,0.625,-22.5438,,,,,,,,,,,,
,,,,0.65,-22.547,,,,,,,,,,,,
,,,,0.675,-22.5505,,,,,,,,,,,,
,,,,0.7,-22.5543,,,,,,,,,,,,
,,,,0.725,-22.5583,,,,,,,,,,,,
,,,,0.75,-22.5624,,,,,,,,,,,,
,,,,0.775,-22.5665,,,,,,,,,,,,
,,,,0.8,-22.5705,,,,,,,,,,,,
,,,,0.825,-22.5743,,,,,,,,,,,,
,,,,0.85,-22.5778,,,,,,,,,,,,
,,,,0.875,-22.5809,,,,,,,,,,,,
,,,,0.9,-22.5836,,,,,,,,,,,,
,,,,0.925,-22.5857,,,,,,,,,,,,
,,,,0.95,-22.5873,,,,,,,,,,,,
,,,,0.975,-22.5882,,,,,,,,,,,,
,,,,1,-22.5885,,,,,,,,,,,,
,,,,1.0354,-22.5882,,,,,,,,,,,,
,,,,1.0707,-22.5873,,,,,,,,,,,,
,,,,1.1061,-22.5858,,,,,,,,,,,,
,,,,1.1414,-22.5837,,,,,,,,,,,,
,,,,1.1768,-22.5812,,,,,,,,,,,,
,,,,1.2121,-22.5782,,,,,,,,,,,,
,,,,1.2475,-22.5748,,,,,,,,,,,,
,,,,1.2828,-22.5712,,,,,,,,,,,,
,,,,1.3182,-22.5673,,,,,,,,,,,,
,,,,1.3536,-22.5634,,,,,,,,,,,,
,,,,1.3889,-22.5594,,,,,,,,,,,,
,,,,1.4243,-22.5556,,,,,,,,,,,,
,,,,1.4596,-22.5519,,,,,,,,,,,,
,,,,1.495,-22.5486,,,,,,,,,,,,
,,,,1.5303,-22.5456,,,,,,,,,,,,
,,,,1.5657,-22.543,,,,,,,,,,,,
,,,,1.601,-22.5409,,,,,,,,,,,,
,,,,1.6364,-22.5394,,,,,,,,,,,,
,,,,1.6718,-22.5385,,,,,,,,,,,,
,,,,1.7071,-22.5381,,,,,,,,,,,,
,,,,1.7314,-22.5381,,,,,,,,,,,,
,,,,1.7557,-22.5381,,,,,,,,,,,,
,,,,1.7801,-22.5381,,,,,,,,,,,,
,,,,1.8044,-22.538,,,,,,,,,,,,
,,,,1.8287,-22.5379,,,,,,,,,,,,
,,,,1.853,-22.5378,,,,,,,,,,,,
,,,,1.8773,-22.5377,,,,,,,,,,,,
,,,,1.9016,-22.5376,,,,,,,,,,,,
,,,,1.9259,-22.5375,,,,,,,,,,,,
,,,,1.9503,-22.5374,,,,,,,,,,,,
,,,,1.9746,-22.5373,,,,,,,,,,,,
,,,,1.9989,-22.5372,,,,,,,,,,,,
,,,,2.0232,-22.5371,,,,,,,,,,,,
,,,,2.0475,-22.537,,,,,,,,,,,,
,,,,2.0718,-22.5369,,,,,,,,,,,,
,,,,2.0962,-22.5368,,,,,,,,,,,,
,,,,2.1205,-22.5367,,,,,,,,,,,,
,,,,2.1448,-22.5367,,,,,,,,,,,,
,,,,2.1691,-22.5367,,,,,,,,,,,,
,,,,2.1934,-22.5367,,,,,,,,,,,,
,,,,2.2184,-22.5366,,,,,,,,,,,,
,,,,2.2434,-22.5366,,,,,,,,,,,,
,,,,2.2684,-22.5365,,,,,,,,,,,,
,,,,2.2934,-22.5365,,,,,,,,,,,,
,,,,2.3184,-22.5364,,,,,,,,,,,,
,,,,2.3434,-22.5362,,,,,,,,,,,,
,,,,2.3684,-22.5361,,,,,,,,,,,,
,,,,2.3934,-22.536,,,,,,,,,,,,
,,,,2.4184,-22.5358,,,,,,,,,,,,
,,,,2.4434,-22.5357,,,,,,,,,,,,
,,,,2.4684,-22.5355,,,,,,,,,,,,
,,,,2.4934,-22.5354,,,,,,,,,,,,
,,,,2.5184,-22.5352,,,,,,,,,,,,
,,,,2.5434,-22.5351,,,,,,,,,,,,
,,,,2.5684,-22.535,,,,,,,,,,,,
,,,,2.5934,-22.5349,,,,,,,,,,,,
,,,,2.6184,-22.5348,,,,,,,,,,,,
,,,,2.6434,-22.5347,,,,,,,,,,,,
,,,,2.6684,-22.5347,,,,,,,,,,,,
,,,,2.6934,-22.5347,,,,,,,,,,,,
,,,,2.7184,-22.535,,,,,,,,,,,,
,,,,2.7434,-22.536,,,,,,,,,,,,
,,,,2.7684,-22.5375,,,,,,,,,,,,
,,,,2.7934,-22.5397,,,,,,,,,,,,
,,,,2.8184,-22.5423,,,,,,,,,,,,
,,,,2.8434,-22.5454,,,,,,,,,,,,
,,,,2.8684,-22.5489,,,,,,,,,,,,
,,,,2.8934,-22.5527,,,,,,,,,,,,
,,,,2.9184,-22.5567,,,,,,,,,,,,
,,,,2.9434,-22.5608,,,,,,,,,,,,
,,,,2.9684,-22.5648,,,,,,,,,,,,
,,,,2.9934,-22.5688,,,,,,,,,,,,
,,,,3.0184,-22.5725,,,,,,,,,,,,
,,,,3.0434,-22.576,,,,,,,,,,,,
,,,,3.0684,-22.5791,,,,,,,,,,,,
,,,,3.0934,-22.5817,,,,,,,,,,,,
,,,,3.1184,-22.5838,,,,,,,,,,,,
,,,,3.1434,-22.5854,,,,,,,,,,,,
,,,,3.1684,-22.5863,,,,,,,,,,,,
,,,,3.1934,-22.5866,,,,,,,,,,,,
,,,,3.2288,-22.5863,,,,,,,,,,,,
,,,,3.2641,-22.5854,,,,,,,,,,,,
,,,,3.2995,-22.5839,,,,,,,,,,,,
,,,,3.3348,-22.5819,,,,,,,,,,,,
,,,,3.3702,-22.5794,,,,,,,,,,,,
,,,,3.4056,-22.5764,,,,,,,,,,,,
,,,,3.4409,-22.573,,,,,,,,,,,,
,,,,3.4763,-22.5694,,,,,,,,,,,,
,,,,3.5116,-22.5656,,,,,,,,,,,,
,,,,3.547,-22.5617,,,,,,,,,,,,
,,,,3.5823,-22.5578,,,,,,,,,,,,
,,,,3.6177,-22.554,,,,,,,,,,,,
,,,,3.653,-22.5503,,,,,,,,,,,,
,,,,3.6884,-22.547,,,,,,,,,,,,
,,,,3.7238,-22.544,,,,,,,,,,,,
,,,,3.7591,-22.5414,,,,,,,,,,,,
,,,,3.7945,-22.5394,,,,,,,,,,,,
,,,,3.8298,-22.5379,,,,,,,,,,,,
,,,,3.8652,-22.537,,,,,,,,,,,,
,,,,3.9005,-22.5367,,,,,,,,,,,,
,,,,3.9005,-22.5361,,,,,,,,,,,,
,,,,3.9248,-22.5361,,,,,,,,,,,,
,,,,3.9492,-22.536,,,,,,,,,,,,
,,,,3.9735,-22.536,,,,,,,,,,,,
,,,,3.9978,-22.5359,,,,,,,,,,,,
,,,,4.0221,-22.5359,,,,,,,,,,,,
,,,,4.0464,-22.5358,,,,,,,,,,,,
,,,,4.0707,-22.5357,,,,,,,,,,,,
,,,,4.0951,-22.5356,,,,,,,,,,,,
,,,,4.1194,-22.5355,,,,,,,,,,,,
,,,,4.1437,-22.5354,,,,,,,,,,,,
,,,,4.168,-22.5353,,,,,,,,,,,,
,,,,4.1923,-22.5352,,,,,,,,,,,,
,,,,4.2166,-22.5351,,,,,,,,,,,,
,,,,4.241,-22.535,,,,,,,,,,,,
,,,,4.2653,-22.5349,,,,,,,,,,,,
,,,,4.2896,-22.5348,,,,,,,,,,,,
,,,,4.3139,-22.5347,,,,,,,,,,,,
,,,,4.3382,-22.5347,,,,,,,,,,,,
,,,,4.3625,-22.5347,,,,,,,,,,,,
,,,,4.3868,-22.5347,,,,,,,,,,,,
,,,,4.3868,-22.5885,,,,,,,,,,,,
,,,,4.4112,-22.5885,,,,,,,,,,,,
,,,,4.4355,-22.5885,,,,,,,,,,,,
,,,,4.4598,-22.5884,,,,,,,,,,,,
,,,,4.4841,-22.5884,,,,,,,,,,,,
,,,,4.5084,-22.5883,,,,,,,,,,,,
,,,,4.5327,-22.5881,,,,,,,,,,,,
,,,,4.5571,-22.588,,,,,,,,,,,,
,,,,4.5814,-22.5879,,,,,,,,,,,,
,,,,4.6057,-22.5877,,,,,,,,,,,,
,,,,4.63,-22.5876,,,,,,,,,,,,
,,,,4.6543,-22.5874,,,,,,,,,,,,
,,,,4.6786,-22.5873,,,,,,,,,,,,
,,,,4.703,-22.5872,,,,,,,,,,,,
,,,,4.7273,-22.587,,,,,,,,,,,,
,,,,4.7516,-22.5869,,,,,,,,,,,,
,,,,4.7759,-22.5868,,,,,,,,,,,,
,,,,4.8002,-22.5867,,,,,,,,,,,,
,,,,4.8245,-22.5867,,,,,,,,,,,,
,,,,4.8488,-22.5867,,,,,,,,,,,,
,,,,4.8732,-22.5866,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,0,-14.7318,,,,,,,,,,,,
,,,,0.025,-14.7311,,,,,,,,,,,,
,,,,0.05,-14.7291,,,,,,,,,,,,
,,,,0.075,-14.7257,,,,,,,,,,,,
,,,,0.1,-14.7211,,,,,,,,,,,,
,,,,0.125,-14.7153,,,,,,,,,,,,
,,,,0.15,-14.7085,,,,,,,,,,,,
,,,,0.175,-14.7009,,,,,,,,,,,,
,,,,0.2,-14.6926,,,,,,,,,,,,
